"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SBIN","N2","17-Mar-2016","      10400.00","      10500.00","      10501.00","      10400.00","      10480.00","      10480.00","      10431.36","         14","              146039.00","          9","         14","        100.00"
"SBIN","N5","17-Mar-2016","      10823.01","      10823.05","      10950.00","      10823.05","      10950.00","      10938.99","      10901.22","        729","             7946992.57","        125","        683","         93.69"
"SBIN","EQ","18-Mar-2016","        186.35","        186.85","        192.00","        186.00","        191.50","        191.25","        189.06","   21144216","          3997511142.15","     134926","    6611156","         31.27"
"SBIN","N2","18-Mar-2016","      10480.00","      10401.00","      10600.00","      10401.00","      10600.00","      10600.00","      10434.17","         12","              125210.00","          2","         12","        100.00"
"SBIN","N5","18-Mar-2016","      10938.99","      10900.00","      11007.99","      10900.00","      10999.00","      10998.28","      10973.73","        529","             5805105.66","         75","        436","         82.42"
"SBIN","N6","18-Mar-2016","      10450.00","      10251.60","      10750.00","      10251.60","      10750.00","      10750.00","      10625.32","         10","              106253.20","          4","         10","        100.00"
"SBIN","EQ","21-Mar-2016","        191.25","        193.00","        197.30","        193.00","        197.05","        196.80","        195.30","   20678069","          4038513853.50","     143523","    6513731","         31.50"
"SBIN","N2","21-Mar-2016","      10600.00","      10300.00","      10700.00","      10300.00","      10700.00","      10700.00","      10500.00","         12","              126000.00","          5","         12","        100.00"
"SBIN","N5","21-Mar-2016","      10998.28","      11100.00","      11197.00","      11100.00","      11180.00","      11175.50","      11169.19","        614","             6857881.03","         91","        505","         82.25"
"SBIN","EQ","22-Mar-2016","        196.80","        196.80","        198.25","        194.50","        197.90","        197.50","        196.38","   16728809","          3285173329.40","     116859","    3908068","         23.36"
"SBIN","N2","22-Mar-2016","      10700.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","         22","              237600.00","          6","         22","        100.00"
"SBIN","N5","22-Mar-2016","      11175.50","      11197.00","      11200.00","      11150.00","      11172.00","      11172.73","      11183.87","        335","             3746595.58","         64","        329","         98.21"
"SBIN","EQ","23-Mar-2016","        197.50","        196.90","        197.60","        195.30","        196.25","        196.60","        196.39","   13362780","          2624328980.40","      79259","    3499361","         26.19"
"SBIN","N2","23-Mar-2016","      10800.00","      10800.00","      10800.00","      10700.00","      10700.00","      10700.00","      10702.34","        111","             1187960.00","          6","        101","         90.99"
"SBIN","N5","23-Mar-2016","      11172.73","      11200.00","      11249.15","      11200.00","      11249.14","      11225.34","      11208.82","        186","             2084840.52","         34","        175","         94.09"
"SBIN","EQ","28-Mar-2016","        196.60","        195.80","        198.25","        187.65","        188.70","        188.30","        192.01","   19760603","          3794322276.50","     122344","    7729975","         39.12"
"SBIN","N2","28-Mar-2016","      10700.00","      11200.00","      11200.00","      11200.00","      11200.00","      11200.00","      11200.00","         10","              112000.00","          3","         10","        100.00"
"SBIN","N5","28-Mar-2016","      11225.34","      11210.00","      11210.00","      10803.00","      10803.00","      10827.67","      10929.38","       2090","            22842398.57","        166","       1901","         90.96"
"SBIN","EQ","29-Mar-2016","        188.30","        188.50","        191.25","        186.65","        189.30","        189.50","        189.51","   16804848","          3184611760.10","      97810","    3973615","         23.65"
"SBIN","N2","29-Mar-2016","      11200.00","      10661.00","      11049.00","      10661.00","      10970.00","      10970.00","      10718.92","         60","              643135.00","          5","         58","         96.67"
"SBIN","N5","29-Mar-2016","      10827.67","      10956.00","      10999.00","      10820.00","      10837.15","      10845.51","      10849.12","        641","             6954288.09","         93","        628","         97.97"
"SBIN","EQ","30-Mar-2016","        189.50","        192.25","        198.30","        190.50","        197.05","        197.55","        194.81","   20709407","          4034427688.15","     126461","    4691725","         22.66"
"SBIN","N5","30-Mar-2016","      10845.51","      10835.00","      10884.00","      10835.00","      10879.99","      10879.63","      10853.42","        496","             5383296.15","         58","        496","        100.00"
"SBIN","EQ","31-Mar-2016","        197.55","        197.85","        198.75","        192.35","        194.00","        194.25","        195.64","   30132473","          5894972138.00","     149396","   12518461","         41.54"
"SBIN","N5","31-Mar-2016","      10879.63","      10901.00","      10949.00","      10900.00","      10949.00","      10941.14","      10927.49","        231","             2524250.11","         13","        231","        100.00"
"SBIN","N6","31-Mar-2016","      10750.00","      10890.00","      10890.00","      10890.00","      10890.00","      10890.00","      10890.00","          1","               10890.00","          1","          1","        100.00"
"SBIN","EQ","01-Apr-2016","        194.25","        193.70","        197.25","        192.00","        195.25","        195.65","        195.16","   21752206","          4245259280.20","     115244","    6555959","         30.14"
"SBIN","N2","01-Apr-2016","      10970.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","          2","               21600.00","          1","          2","        100.00"
"SBIN","N5","01-Apr-2016","      10941.14","      10944.99","      10982.20","      10944.99","      10982.20","      10980.55","      10976.04","        237","             2601320.80","         40","        231","         97.47"
"SBIN","EQ","04-Apr-2016","        195.65","        197.30","        197.45","        192.55","        194.75","        194.70","        194.94","   15732565","          3066858073.50","      97228","    4957251","         31.51"
"SBIN","N2","04-Apr-2016","      10800.00","      10800.00","      10900.00","      10675.00","      10900.00","      10900.00","      10703.83","         53","              567303.00","          7","         50","         94.34"
"SBIN","N5","04-Apr-2016","      10980.55","      10980.00","      11101.00","      10980.00","      11080.01","      11087.88","      11065.93","        850","             9406041.25","         99","        790","         92.94"
"SBIN","EQ","05-Apr-2016","        194.70","        193.90","        194.55","        183.30","        183.75","        184.35","        189.13","   36635637","          6928984285.10","     225354","    9409530","         25.68"
"SBIN","N2","05-Apr-2016","      10900.00","      10725.00","      10725.00","      10725.00","      10725.00","      10725.00","      10725.00","          1","               10725.00","          1","          1","        100.00"
"SBIN","N5","05-Apr-2016","      11087.88","      11050.00","      11140.00","      11020.00","      11090.00","      11084.47","      11077.89","        630","             6979071.68","         89","        518","         82.22"
"SBIN","N6","05-Apr-2016","      10890.00","      10750.00","      10750.00","      10740.00","      10740.00","      10740.00","      10745.00","          2","               21490.00","          2","          2","        100.00"
"SBIN","EQ","06-Apr-2016","        184.35","        185.00","        185.50","        182.20","        183.80","        183.85","        184.04","   16350631","          3009183153.20","     118379","    3029153","         18.53"
"SBIN","N5","06-Apr-2016","      11084.47","      11050.00","      11131.00","      11050.00","      11125.00","      11128.15","      11110.31","        619","             6877280.12","         67","        608","         98.22"
"SBIN","EQ","07-Apr-2016","        183.85","        183.80","        185.65","        181.00","        182.00","        181.95","        183.24","   19430601","          3560435990.20","     128307","    3728079","         19.19"
"SBIN","N5","07-Apr-2016","      11128.15","      11165.00","      11165.00","      11125.00","      11155.00","      11154.71","      11141.79","        435","             4846678.70","         47","        430","         98.85"
"SBIN","N6","07-Apr-2016","      10740.00","      10750.00","      10750.00","      10675.00","      10724.99","      10724.99","      10728.40","         22","              236024.84","          6","         21","         95.45"
"SBIN","EQ","08-Apr-2016","        181.95","        181.65","        183.95","        180.20","        183.45","        183.10","        182.68","   15805231","          2887350774.35","     106622","    3846954","         24.34"
"SBIN","N2","08-Apr-2016","      10725.00","      11000.00","      11000.00","      10875.00","      10875.00","      10875.00","      10888.16","         19","              206875.00","          7","         19","        100.00"
"SBIN","N5","08-Apr-2016","      11154.71","      11137.00","      11200.00","      11110.00","      11175.00","      11175.00","      11144.15","        157","             1749631.23","         40","        148","         94.27"
"SBIN","EQ","11-Apr-2016","        183.10","        183.85","        188.90","        182.00","        188.45","        188.25","        185.17","   18990364","          3516413527.90","     106419","    5162794","         27.19"
"SBIN","N2","11-Apr-2016","      10875.00","      10875.00","      10875.00","      10875.00","      10875.00","      10875.00","      10875.00","          1","               10875.00","          1","          1","        100.00"
"SBIN","N5","11-Apr-2016","      11175.00","      11175.00","      11240.00","      11175.00","      11205.00","      11213.96","      11206.53","        300","             3361959.38","         42","        300","        100.00"
"SBIN","N6","11-Apr-2016","      10724.99","      10724.99","      10724.99","      10724.99","      10724.99","      10724.99","      10724.99","         10","              107249.90","          2","         10","        100.00"
"SBIN","EQ","12-Apr-2016","        188.25","        188.50","        190.25","        186.30","        188.00","        187.80","        188.33","   14563344","          2742691701.90","      86118","    3429723","         23.55"
"SBIN","N2","12-Apr-2016","      10875.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","      10800.00","         25","              270000.00","          2","         25","        100.00"
"SBIN","N5","12-Apr-2016","      11213.96","      11200.00","      11210.00","      11181.00","      11185.00","      11186.37","      11197.37","        298","             3336817.15","         38","        298","        100.00"
"SBIN","N6","12-Apr-2016","      10724.99","      10700.00","      10700.00","      10700.00","      10700.00","      10700.00","      10700.00","         10","              107000.00","          1","         10","        100.00"
"SBIN","EQ","13-Apr-2016","        187.80","        191.55","        193.80","        190.80","        191.35","        191.90","        192.18","   17573045","          3377105951.20","     112945","    4692528","         26.70"
"SBIN","N2","13-Apr-2016","      10800.00","      10800.00","      10999.99","      10800.00","      10999.99","      10999.99","      10933.33","         30","              327999.80","          5","         20","         66.67"
"SBIN","N5","13-Apr-2016","      11186.37","      11210.00","      11250.00","      11200.00","      11230.00","      11230.00","      11221.30","        251","             2816546.71","         40","        214","         85.26"
"SBIN","EQ","18-Apr-2016","        191.90","        191.45","        191.50","        185.60","        186.55","        186.75","        187.49","   13985439","          2622133241.75","     100989","    4213356","         30.13"
"SBIN","N2","18-Apr-2016","      10999.99","      10656.00","      10800.01","      10656.00","      10800.01","      10800.01","      10731.82","         22","              236100.10","          3","         12","         54.55"
"SBIN","N5","18-Apr-2016","      11230.00","      11200.10","      11279.90","      11200.10","      11279.90","      11279.90","      11238.40","        108","             1213746.90","         16","        108","        100.00"
"SBIN","N6","18-Apr-2016","      10700.00","      10699.99","      10724.99","      10699.99","      10724.99","      10714.20","      10711.14","         65","              696224.37","          5","         65","        100.00"
"SBIN","EQ","20-Apr-2016","        186.75","        188.35","        188.65","        184.10","        187.60","        187.30","        186.58","   20163005","          3762010364.25","     125867","    5582860","         27.69"
"SBIN","N5","20-Apr-2016","      11279.90","      11300.00","      11305.00","      11285.00","      11305.00","      11298.66","      11297.79","        370","             4180180.49","         40","        370","        100.00"
"SBIN","EQ","21-Apr-2016","        187.30","        190.50","        197.40","        190.00","        193.50","        194.35","        194.77","   31008152","          6039359987.20","     157469","   10222408","         32.97"
"SBIN","N5","21-Apr-2016","      11298.66","      11325.00","      11414.00","      11301.00","      11401.00","      11382.12","      11366.18","        348","             3955430.60","         50","        348","        100.00"
"SBIN","N6","21-Apr-2016","      10714.20","      10750.00","      10750.00","      10740.00","      10740.00","      10746.66","      10748.75","          8","               85990.00","          3","          8","        100.00"
"SBIN","EQ","22-Apr-2016","        194.35","        193.60","        201.50","        191.55","        200.25","        200.15","        198.29","   34049763","          6751869885.80","     194929","    9141444","         26.85"
"SBIN","N2","22-Apr-2016","      10800.01","      11000.00","      12950.00","      10760.00","      11200.00","      11518.39","      11518.39","         87","             1002100.00","         15","         67","         77.01"
"SBIN","N5","22-Apr-2016","      11382.12","      11342.00","      11360.00","      11340.00","      11355.00","      11358.22","      11348.90","         82","              930610.00","         16","         82","        100.00"
"SBIN","N6","22-Apr-2016","      10746.66","      10750.00","      10750.00","      10720.00","      10720.00","      10720.00","      10732.38","         29","              311239.01","          7","         29","        100.00"
"SBIN","EQ","25-Apr-2016","        200.15","        200.95","        202.55","        195.80","        197.35","        197.05","        199.38","   23835613","          4752396351.80","     135454","    6226085","         26.12"
"SBIN","N2","25-Apr-2016","      11518.39","      11000.00","      11000.00","      10900.00","      10900.00","      10900.00","      10967.19","         32","              350950.00","          8","         20","         62.50"
"SBIN","N5","25-Apr-2016","      11358.22","      11360.00","      11414.99","      11360.00","      11391.00","      11397.05","      11379.16","        166","             1888941.34","         30","        166","        100.00"
"SBIN","N6","25-Apr-2016","      10720.00","      10750.00","      10750.00","      10750.00","      10750.00","      10750.00","      10750.00","        100","             1075000.00","          4","        100","        100.00"
"SBIN","EQ","26-Apr-2016","        197.05","        195.95","        201.40","        194.55","        200.80","        200.95","        198.76","   21809451","          4334812375.15","     126638","    4502133","         20.64"
"SBIN","N2","26-Apr-2016","      10900.00","      10926.00","      10926.00","      10926.00","      10926.00","      10926.00","      10926.00","          2","               21852.00","          2","          2","        100.00"
"SBIN","N5","26-Apr-2016","      11397.05","      11400.00","      11419.95","      11370.00","      11419.00","      11380.53","      11392.40","        237","             2699998.45","         33","        237","        100.00"
"SBIN","EQ","27-Apr-2016","        200.95","        200.90","        200.90","        195.50","        196.05","        196.15","        197.97","   22801603","          4513952174.95","     118308","    7808736","         34.25"
"SBIN","N2","27-Apr-2016","      10926.00","      11051.00","      11051.00","      11005.00","      11050.00","      11045.00","      11042.45","         55","              607335.00","          5","         45","         81.82"
"SBIN","N5","27-Apr-2016","      11380.53","      11399.00","      11400.00","      11350.00","      11350.00","      11391.60","      11394.01","         95","             1082431.00","         13","         95","        100.00"
"SBIN","EQ","28-Apr-2016","        196.15","        196.75","        198.20","        191.20","        192.10","        192.05","        194.50","   24555479","          4776038582.10","     185568","   10059264","         40.97"
"SBIN","N2","28-Apr-2016","      11045.00","      11000.01","      11000.01","      10807.95","      10870.00","      10870.00","      10914.69","         29","              316526.03","          5","         16","         55.17"
"SBIN","N5","28-Apr-2016","      11391.60","      11439.87","      11439.95","      11375.00","      11415.00","      11425.71","      11422.92","        184","             2101818.18","         16","        174","         94.57"
"SBIN","EQ","29-Apr-2016","        192.05","        191.90","        194.00","        186.45","        188.90","        189.00","        190.12","   21021661","          3996623657.55","     134907","    4406039","         20.96"
"SBIN","N5","29-Apr-2016","      11425.71","      11395.00","      11420.00","      11372.00","      11372.00","      11387.20","      11396.66","         80","              911733.00","         19","         80","        100.00"
"SBIN","EQ","02-May-2016","        189.00","        187.60","        188.45","        185.50","        185.95","        186.00","        186.83","   14469844","          2703342396.30","      84815","    3860773","         26.68"
"SBIN","N5","02-May-2016","      11387.20","      11375.00","      11404.00","      11371.00","      11400.00","      11396.81","      11391.80","        157","             1788513.00","         23","        144","         91.72"
"SBIN","EQ","03-May-2016","        186.00","        187.00","        189.35","        183.65","        183.90","        184.05","        186.56","   16247931","          3031162279.75","      92539","    4008897","         24.67"
"SBIN","N2","03-May-2016","      10870.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","          2","               22000.00","          1","          2","        100.00"
"SBIN","N5","03-May-2016","      11396.81","      11415.00","      11420.00","      11395.00","      11395.00","      11397.85","      11407.94","        125","             1425992.00","         19","        125","        100.00"
"SBIN","EQ","04-May-2016","        184.05","        183.50","        184.40","        179.15","        179.70","        179.95","        181.86","   17826594","          3241988388.10","     118748","    4901295","         27.49"
"SBIN","N2","04-May-2016","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","          9","               99000.00","          2","          9","        100.00"
"SBIN","N5","04-May-2016","      11397.85","      11375.00","      11400.00","      11370.10","      11390.00","      11383.52","      11382.23","        171","             1946360.53","         40","        168","         98.25"
"SBIN","EQ","05-May-2016","        179.95","        180.25","        182.70","        178.50","        180.65","        180.35","        180.48","   17742028","          3202036525.90","     129687","    3447797","         19.43"
"SBIN","N5","05-May-2016","      11383.52","      11385.10","      11400.00","      11385.10","      11399.00","      11398.36","      11391.78","        281","             3201089.78","         63","        281","        100.00"
"SBIN","EQ","06-May-2016","        180.35","        180.95","        184.95","        180.10","        184.15","        184.35","        183.08","   18336962","          3357150459.00","      99937","    4510089","         24.60"
"SBIN","N5","06-May-2016","      11398.36","      11405.00","      11410.00","      11398.00","      11398.00","      11403.78","      11404.04","        135","             1539545.72","         23","        135","        100.00"
"SBIN","N6","06-May-2016","      10750.00","      10755.00","      10755.00","      10750.00","      10750.00","      10750.00","      10750.26","         20","              215005.10","          3","         20","        100.00"
"SBIN","EQ","09-May-2016","        184.35","        186.50","        189.40","        185.05","        188.70","        188.70","        187.21","   13863696","          2595393261.85","      76040","    3198259","         23.07"
"SBIN","N2","09-May-2016","      11000.00","      10950.00","      10950.00","      10950.00","      10950.00","      10950.00","      10950.00","          3","               32850.00","          2","          3","        100.00"
"SBIN","N5","09-May-2016","      11403.78","      11448.00","      11489.90","      11435.00","      11460.00","      11477.02","      11441.55","        232","             2654439.50","         26","        232","        100.00"
"SBIN","EQ","10-May-2016","        188.70","        187.60","        190.30","        186.70","        189.40","        189.50","        188.74","   13845979","          2613255386.10","     109702","    4353655","         31.44"
"SBIN","N5","10-May-2016","      11477.02","      11460.00","      11460.00","      11414.10","      11440.00","      11440.00","      11444.96","        121","             1384839.75","         16","        116","         95.87"
"SBIN","EQ","11-May-2016","        189.50","        185.40","        188.50","        184.10","        185.15","        185.00","        186.54","   18128414","          3381624794.95","      94967","    6402437","         35.32"
"SBIN","N2","11-May-2016","      10950.00","      10830.00","      10830.00","      10830.00","      10830.00","      10830.00","      10830.00","          4","               43320.00","          1","          4","        100.00"
"SBIN","N5","11-May-2016","      11440.00","      11440.00","      11498.75","      11440.00","      11455.00","      11458.33","      11459.75","        113","             1294951.78","         13","        109","         96.46"
"SBIN","EQ","12-May-2016","        185.00","        187.10","        189.50","        185.40","        188.80","        188.50","        187.71","   17398341","          3265888221.85","      96170","    4968527","         28.56"
"SBIN","N5","12-May-2016","      11458.33","      11440.00","      11454.99","      11418.41","      11454.99","      11447.26","      11444.22","        223","             2552060.52","         41","        223","        100.00"
"SBIN","EQ","13-May-2016","        188.50","        187.95","        187.95","        184.30","        184.90","        184.85","        185.29","   15546644","          2880581085.40","      65101","    5538257","         35.62"
"SBIN","N5","13-May-2016","      11447.26","      11447.00","      11470.00","      11447.00","      11450.00","      11448.63","      11451.73","        113","             1294045.60","         31","        113","        100.00"
"SBIN","EQ","16-May-2016","        184.85","        185.00","        185.00","        175.15","        177.15","        176.80","        177.52","   30937008","          5491952846.45","     189216","   12541213","         40.54"
"SBIN","N5","16-May-2016","      11448.63","      11450.00","      11480.00","      11442.00","      11480.00","      11470.29","      11455.72","         83","              950825.00","         27","         83","        100.00"
"SBIN","EQ","17-May-2016","        176.80","        178.50","        178.60","        175.25","        177.10","        176.85","        176.78","   22183140","          3921559676.85","     114958","    7445207","         33.56"
"SBIN","N5","17-May-2016","      11470.29","      11440.00","      11489.98","      11440.00","      11455.00","      11457.04","      11466.64","         71","              814131.57","         15","         69","         97.18"
"SBIN","EQ","18-May-2016","        176.85","        176.90","        180.45","        173.55","        180.00","        179.95","        178.53","   25345278","          4524816977.15","     137843","    6854944","         27.05"
"SBIN","N5","18-May-2016","      11457.04","      11450.00","      11494.00","      11450.00","      11494.00","      11479.34","      11467.85","        131","             1502287.86","         33","        131","        100.00"
"SBIN","N6","18-May-2016","      10750.00","      11000.00","      11010.00","      10999.00","      10999.00","      10999.00","      11006.36","         14","              154089.00","          4","         13","         92.86"
"SBIN","EQ","19-May-2016","        179.95","        181.00","        181.00","        171.90","        172.45","        172.70","        175.82","   25480517","          4480018527.30","     133413","   10347052","         40.61"
"SBIN","N2","19-May-2016","      10830.00","      11098.00","      11098.00","      11098.00","      11098.00","      11098.00","      11098.00","         10","              110980.00","          1","         10","        100.00"
"SBIN","N5","19-May-2016","      11479.34","      11470.00","      11494.00","      11441.00","      11447.00","      11443.30","      11462.13","        120","             1375456.12","         21","        120","        100.00"
"SBIN","EQ","20-May-2016","        172.70","        173.50","        174.70","        170.55","        171.70","        171.35","        172.76","   16720624","          2888653266.85","     107822","    4437666","         26.54"
"SBIN","N2","20-May-2016","      11098.00","      10851.00","      10935.00","      10851.00","      10920.00","      10927.50","      10886.50","         10","              108865.00","          5","          7","         70.00"
"SBIN","N5","20-May-2016","      11443.30","      11351.10","      11405.00","      11351.10","      11405.00","      11405.00","      11378.05","          2","               22756.10","          2","          1","         50.00"
"SBIN","EQ","23-May-2016","        171.35","        172.30","        172.70","        168.20","        168.45","        168.40","        169.83","   16193112","          2749995916.10","      99857","    5094469","         31.46"
"SBIN","N2","23-May-2016","      10927.50","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","          1","               11000.00","          1","          1","        100.00"
"SBIN","N5","23-May-2016","      11405.00","      11429.99","      11450.00","      11406.00","      11431.00","      11437.99","      11426.82","        154","             1759729.98","         21","        154","        100.00"
"SBIN","EQ","24-May-2016","        168.40","        168.80","        170.40","        166.40","        170.05","        169.50","        168.18","   14816798","          2491883550.65","      89086","    4821757","         32.54"
"SBIN","N5","24-May-2016","      11437.99","      11415.00","      11452.00","      11415.00","      11431.10","      11446.17","      11440.28","        125","             1430034.40","         23","        125","        100.00"
"SBIN","EQ","25-May-2016","        169.50","        171.50","        175.80","        171.45","        174.75","        175.10","        173.83","   18900887","          3285447216.70","     103155","    7722398","         40.86"
"SBIN","N5","25-May-2016","      11446.17","      11411.00","      11432.90","      11401.00","      11425.00","      11425.70","      11417.91","        181","             2066641.47","         34","        131","         72.38"
"SBIN","N6","25-May-2016","      10999.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","          1","               11000.00","          1","          1","        100.00"
"SBIN","EQ","26-May-2016","        175.10","        175.10","        185.50","        173.50","        184.55","        184.15","        180.13","   30700988","          5530238390.90","     167461","   12229884","         39.84"
"SBIN","N5","26-May-2016","      11425.70","      11415.00","      11415.00","      11330.00","      11400.00","      11396.85","      11396.85","        423","             4820869.10","         38","        318","         75.18"
"SBIN","EQ","27-May-2016","        184.15","        184.00","        202.40","        181.50","        201.30","        195.90","        189.38","   85585820","         16208396489.20","     447197","   18274572","         21.35"
"SBIN","N5","27-May-2016","      11396.85","      11420.00","      11450.00","      11380.00","      11390.00","      11388.33","      11400.97","        149","             1698745.01","         20","        149","        100.00"
"SBIN","N6","27-May-2016","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","      11000.00","          5","               55000.00","          2","          5","        100.00"
"SBIN","EQ","30-May-2016","        195.90","        200.20","        203.90","        194.60","        197.80","        198.85","        198.46","   46075949","          9144309335.25","     246811","   14953723","         32.45"
"SBIN","N2","30-May-2016","      11000.00","      10888.00","      10900.00","      10850.08","      10855.00","      10855.00","      10887.70","         37","              402844.96","         11","         35","         94.59"
"SBIN","N5","30-May-2016","      11388.33","      11407.99","      11410.00","      11365.11","      11365.11","      11365.94","      11385.66","        136","             1548450.40","         19","        119","         87.50"
"SBIN","N6","30-May-2016","      11000.00","      11000.00","      11000.00","      10990.00","      10990.00","      10990.00","      10998.00","         10","              109980.00","          4","          8","         80.00"
"SBIN","EQ","31-May-2016","        198.85","        198.80","        205.70","        196.20","        205.30","        204.95","        201.54","   39457647","          7952388766.70","     227995","   11774756","         29.84"
"SBIN","N2","31-May-2016","      10855.00","      10899.99","      10900.00","      10899.99","      10900.00","      10900.00","      10900.00","         41","              446899.99","          2","         41","        100.00"
"SBIN","N5","31-May-2016","      11365.94","      11350.00","      11410.00","      11350.00","      11410.00","      11403.59","      11388.49","        275","             3131834.15","         51","        239","         86.91"
"SBIN","EQ","01-Jun-2016","        204.95","        205.95","        208.30","        196.60","        198.60","        198.25","        202.84","   41868032","          8492606210.10","     215016","   10871586","         25.97"
"SBIN","N5","01-Jun-2016","      11403.59","      11380.01","      11479.00","      11380.00","      11450.00","      11433.21","      11412.08","        160","             1825933.01","         24","        154","         96.25"
"SBIN","EQ","02-Jun-2016","        198.25","        197.85","        202.30","        195.55","        200.60","        200.55","        199.11","   23499884","          4679014943.35","     157035","    3621222","         15.41"
"SBIN","N2","02-Jun-2016","      10900.00","      10800.00","      10900.00","      10800.00","      10900.00","      10900.00","      10811.29","         31","              335150.00","          5","         31","        100.00"
"SBIN","N5","02-Jun-2016","      11433.21","      11400.00","      11480.00","      11400.00","      11440.10","      11440.10","      11435.52","         93","             1063503.10","         15","         61","         65.59"
"SBIN","EQ","03-Jun-2016","        200.55","        201.00","        202.15","        195.40","        196.25","        196.60","        198.81","   24568749","          4884542981.65","     126039","    4648593","         18.92"
"SBIN","N2","03-Jun-2016","      10900.00","      10870.00","      10898.00","      10861.00","      10861.00","      10861.00","      10867.37","         78","              847655.00","         14","         78","        100.00"
"SBIN","N5","03-Jun-2016","      11440.10","      11440.00","      11450.00","      11440.00","      11445.01","      11445.01","      11445.06","         55","              629478.45","          6","         55","        100.00"
"SBIN","EQ","06-Jun-2016","        196.60","        197.45","        202.60","        197.10","        198.75","        198.90","        199.55","   23623536","          4714028654.75","     132639","    5880974","         24.89"
"SBIN","N5","06-Jun-2016","      11445.01","      11450.01","      11528.00","      11450.01","      11505.00","      11509.18","      11501.12","        146","             1679162.80","         29","        145","         99.32"
"SBIN","EQ","07-Jun-2016","        198.90","        200.45","        211.15","        200.15","        210.15","        210.15","        205.82","   66063192","         13597282994.65","     363240","   18623978","         28.19"
"SBIN","N2","07-Jun-2016","      10861.00","      10840.00","      10861.00","      10840.00","      10861.00","      10861.00","      10858.90","         10","              108589.00","          3","         10","        100.00"
"SBIN","N5","07-Jun-2016","      11509.18","      11510.11","      11579.90","      11400.00","      11497.00","      11496.85","      11463.99","        422","             4837801.85","         62","        419","         99.29"
"SBIN","EQ","08-Jun-2016","        210.15","        210.15","        211.90","        207.55","        209.90","        210.70","        210.28","   35163093","          7394208303.75","     191274","   10519149","         29.92"
"SBIN","N5","08-Jun-2016","      11496.85","      11450.00","      11485.70","      11422.00","      11485.70","      11485.28","      11446.31","         57","              652439.80","         15","         53","         92.98"
"SBIN","EQ","09-Jun-2016","        210.70","        210.00","        212.80","        208.30","        209.50","        209.95","        210.61","   27858182","          5867210318.85","     155374","    6530703","         23.44"
"SBIN","N2","09-Jun-2016","      10861.00","      10900.00","      10950.00","      10898.00","      10898.00","      10906.16","      10904.63","         16","              174474.00","          7","         11","         68.75"
"SBIN","N5","09-Jun-2016","      11485.28","      11488.90","      11488.90","      11472.00","      11475.00","      11475.00","      11473.33","        233","             2673286.05","         29","        233","        100.00"
"SBIN","EQ","10-Jun-2016","        209.95","        209.35","        211.50","        205.30","        206.10","        205.95","        208.39","   25598224","          5334414687.20","     138243","    6059206","         23.67"
"SBIN","N2","10-Jun-2016","      10906.16","      10899.99","      10935.00","      10899.99","      10935.00","      10935.00","      10926.92","         13","              142049.97","          5","         13","        100.00"
"SBIN","N5","10-Jun-2016","      11475.00","      11475.00","      11500.00","      11465.00","      11485.00","      11495.41","      11488.38","        144","             1654326.20","         41","        144","        100.00"
"SBIN","EQ","13-Jun-2016","        205.95","        201.50","        202.60","        200.20","        202.50","        201.80","        201.58","   21192525","          4272038292.40","     122783","    5211906","         24.59"
"SBIN","N2","13-Jun-2016","      10935.00","      10905.00","      11850.00","      10900.00","      10900.00","      10900.00","      11013.70","        680","             7489318.60","         23","        661","         97.21"
"SBIN","N5","13-Jun-2016","      11495.41","      10701.00","      11495.00","      10701.00","      11412.00","      11412.00","      11460.61","       1096","            12560833.74","         59","       1062","         96.90"
"SBIN","EQ","14-Jun-2016","        201.80","        204.35","        208.60","        203.80","        208.20","        207.70","        205.99","   23918910","          4927151493.55","     129701","    4916156","         20.55"
"SBIN","N2","14-Jun-2016","      10900.00","      10895.00","      10895.00","      10893.00","      10893.00","      10893.04","      10893.05","         42","              457508.00","          3","         42","        100.00"
"SBIN","N5","14-Jun-2016","      11412.00","      11100.00","      11440.00","      11100.00","      11400.00","      11400.00","      11407.60","        267","             3045829.02","         43","        261","         97.75"
"SBIN","N6","14-Jun-2016","      10990.00","      11000.00","      11000.00","      10800.00","      10800.00","      10800.00","      10900.00","          4","               43600.00","          2","          2","         50.00"
"SBIN","EQ","15-Jun-2016","        207.70","        209.75","        217.55","        208.55","        215.25","        216.05","        213.78","   48362742","         10338917056.40","     262445","    8804444","         18.21"
"SBIN","N2","15-Jun-2016","      10893.04","      10893.00","      10893.00","      10850.00","      10850.00","      10850.00","      10882.78","          9","               97945.01","          6","          9","        100.00"
