"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","21-Aug-2017","        983.55","        988.40","        991.70","        967.50","        968.30","        969.55","        980.26","     845249","           828566703.90","      20306","     431925","         51.10"
"KOTAKBANK","EQ","22-Aug-2017","        969.55","        974.90","        977.45","        966.30","        973.00","        970.80","        970.56","    1206098","          1170586724.75","      30683","     667162","         55.32"
"KOTAKBANK","EQ","23-Aug-2017","        970.80","        978.00","        984.00","        964.00","        977.75","        980.10","        971.47","    2354519","          2287352808.00","      47518","    1571906","         66.76"
"KOTAKBANK","EQ","24-Aug-2017","        980.10","        984.90","        984.90","        966.05","        974.00","        972.10","        972.39","    1336640","          1299737780.00","      25553","     637593","         47.70"
"KOTAKBANK","EQ","28-Aug-2017","        972.10","        980.00","        982.95","        972.50","        972.65","        976.05","        977.00","     621906","           607605122.80","      27880","     316119","         50.83"
"KOTAKBANK","EQ","29-Aug-2017","        976.05","        975.00","        975.90","        962.00","        964.25","        964.40","        965.93","    1314765","          1269972175.20","      24082","     781011","         59.40"
"KOTAKBANK","EQ","30-Aug-2017","        964.40","        970.00","        976.35","        965.95","        973.45","        971.35","        973.28","     997329","           970683416.80","      27917","     663372","         66.51"
"KOTAKBANK","EQ","31-Aug-2017","        971.35","        974.50","        980.90","        963.55","        977.30","        976.00","        973.26","    2524606","          2457097482.90","      45125","    1505711","         59.64"
"KOTAKBANK","EQ","01-Sep-2017","        976.00","        979.00","        998.10","        972.50","        989.45","        992.55","        993.13","    1948333","          1934939225.00","      51601","    1219414","         62.59"
"KOTAKBANK","EQ","04-Sep-2017","        992.55","        998.00","        998.60","        973.20","        976.55","        978.10","        981.18","     703102","           689866204.20","      21455","     361842","         51.46"
"KOTAKBANK","EQ","05-Sep-2017","        978.10","        978.10","        991.00","        975.85","        987.60","        988.40","        986.10","     851521","           839686209.90","      16943","     558672","         65.61"
"KOTAKBANK","EQ","06-Sep-2017","        988.40","        987.00","       1007.95","        980.05","        995.00","        996.15","        997.29","    1738140","          1733422691.65","      48309","     900194","         51.79"
"KOTAKBANK","EQ","07-Sep-2017","        996.15","        999.00","       1004.70","        988.20","        990.90","        993.50","        997.55","    1514770","          1511058802.25","      44566","     666065","         43.97"
"KOTAKBANK","EQ","08-Sep-2017","        993.50","        996.00","       1010.80","        991.55","       1004.20","       1007.55","       1004.83","    2076538","          2086570033.10","      46459","    1301676","         62.68"
"KOTAKBANK","EQ","11-Sep-2017","       1007.55","       1010.00","       1015.00","       1001.10","       1007.75","       1006.50","       1007.90","    1323918","          1334373215.30","      27052","     784830","         59.28"
"KOTAKBANK","EQ","12-Sep-2017","       1006.50","       1012.00","       1024.55","       1007.15","       1021.05","       1021.75","       1017.05","    1649509","          1677634090.70","      50416","    1065469","         64.59"
"KOTAKBANK","EQ","13-Sep-2017","       1021.75","       1022.00","       1025.10","       1015.60","       1019.75","       1020.15","       1021.86","    1110777","          1135061679.90","      30418","     756371","         68.09"
"KOTAKBANK","EQ","14-Sep-2017","       1020.15","       1021.80","       1026.45","       1002.40","       1009.00","       1007.60","       1011.75","    1484086","          1501524747.85","      35629","     783335","         52.78"
"KOTAKBANK","EQ","15-Sep-2017","       1007.60","       1007.90","       1011.70","        997.50","       1005.10","       1005.05","       1004.74","    5328496","          5353777110.75","      40989","    4542573","         85.25"
"KOTAKBANK","EQ","18-Sep-2017","       1005.05","       1007.50","       1024.95","       1007.50","       1019.20","       1017.05","       1020.27","     939378","           958417078.90","      24451","     487289","         51.87"
"KOTAKBANK","EQ","19-Sep-2017","       1017.05","       1020.00","       1045.40","       1015.60","       1036.45","       1034.35","       1035.18","    1976618","          2046148967.60","      46494","    1072318","         54.25"
"KOTAKBANK","EQ","20-Sep-2017","       1034.35","       1034.50","       1036.95","       1020.25","       1022.25","       1023.20","       1027.75","    1971092","          2025790307.95","      41686","    1536839","         77.97"
"KOTAKBANK","EQ","21-Sep-2017","       1023.20","       1022.00","       1037.00","       1020.00","       1027.25","       1029.15","       1028.93","     923961","           950692576.00","      54025","     352942","         38.20"
"KOTAKBANK","EQ","22-Sep-2017","       1029.15","       1024.75","       1031.00","       1019.00","       1021.30","       1021.90","       1025.90","    1845956","          1893770385.00","      53890","    1403610","         76.04"
"KOTAKBANK","EQ","25-Sep-2017","       1021.90","       1021.00","       1021.70","        995.00","       1001.00","        999.50","       1001.22","    1856601","          1858868822.30","      74067","    1232896","         66.41"
"KOTAKBANK","EQ","26-Sep-2017","        999.50","       1001.00","       1007.50","        990.40","        993.50","        994.00","        995.82","    1337633","          1332044794.50","      28847","     874642","         65.39"
"KOTAKBANK","EQ","27-Sep-2017","        994.00","        997.50","       1005.05","        977.00","        979.60","        979.60","        985.74","    2040885","          2011783002.80","      33754","    1378523","         67.55"
"KOTAKBANK","EQ","28-Sep-2017","        979.60","        982.50","       1014.60","        968.00","       1006.10","       1005.25","        995.48","    5808078","          5781802994.65","      57895","    3730462","         64.23"
"KOTAKBANK","EQ","29-Sep-2017","       1005.25","       1014.00","       1015.00","        998.40","       1001.10","       1002.25","       1006.91","    1660433","          1671904632.90","      60404","    1120898","         67.51"
"KOTAKBANK","EQ","03-Oct-2017","       1002.25","       1006.10","       1010.00","        995.15","       1006.60","       1006.55","       1001.10","    2133107","          2135447936.20","      89519","    1617953","         75.85"
"KOTAKBANK","EQ","04-Oct-2017","       1006.55","       1008.60","       1037.20","       1008.60","       1028.85","       1029.45","       1021.21","    2255784","          2303636448.00","      47523","    1452336","         64.38"
"KOTAKBANK","EQ","05-Oct-2017","       1029.45","       1029.00","       1037.25","       1020.25","       1032.80","       1032.80","       1033.10","    1396989","          1443233050.10","      40921","     859041","         61.49"
"KOTAKBANK","EQ","06-Oct-2017","       1032.80","       1032.00","       1043.15","       1028.65","       1038.20","       1039.50","       1038.57","    1065953","          1107061486.35","      30889","     696147","         65.31"
"KOTAKBANK","EQ","09-Oct-2017","       1039.50","       1037.10","       1053.80","       1035.10","       1050.00","       1049.95","       1047.45","    1546184","          1619548706.30","      40045","    1121171","         72.51"
"KOTAKBANK","EQ","10-Oct-2017","       1049.95","       1052.95","       1061.00","       1044.40","       1052.90","       1055.65","       1053.67","    1602617","          1688626237.30","      31262","    1075202","         67.09"
"KOTAKBANK","EQ","11-Oct-2017","       1055.65","       1056.75","       1057.15","       1038.20","       1038.60","       1043.85","       1046.52","    1329360","          1391199289.85","      26795","     868749","         65.35"
"KOTAKBANK","EQ","12-Oct-2017","       1043.85","       1043.30","       1062.50","       1038.00","       1054.60","       1057.60","       1047.06","    1176721","          1232100750.10","      27288","     550195","         46.76"
"KOTAKBANK","EQ","13-Oct-2017","       1057.60","       1058.00","       1088.80","       1052.50","       1079.00","       1082.35","       1072.52","    1755115","          1882392638.65","      52912","     810407","         46.17"
"KOTAKBANK","EQ","16-Oct-2017","       1082.35","       1082.35","       1098.70","       1077.90","       1085.00","       1082.50","       1088.10","    2574204","          2801001463.80","      47425","    1600526","         62.18"
"KOTAKBANK","EQ","17-Oct-2017","       1082.50","       1082.50","       1087.50","       1072.10","       1077.45","       1078.60","       1080.97","    1678738","          1814672273.55","      40358","    1276853","         76.06"
"KOTAKBANK","EQ","18-Oct-2017","       1078.60","       1079.00","       1115.05","       1077.50","       1097.15","       1095.90","       1094.02","    2753994","          3012913712.25","      39468","    1927537","         69.99"
"KOTAKBANK","EQ","19-Oct-2017","       1095.90","       1094.00","       1094.00","       1070.60","       1075.70","       1077.75","       1087.32","     277916","           302182874.30","       3388","     131706","         47.39"
"KOTAKBANK","EQ","23-Oct-2017","       1077.75","       1080.00","       1082.85","       1058.05","       1070.00","       1061.55","       1067.71","    1939538","          2070867834.95","      51667","    1124284","         57.97"
"KOTAKBANK","EQ","24-Oct-2017","       1061.55","       1070.45","       1076.40","       1059.00","       1068.05","       1065.70","       1064.73","    1305472","          1389976908.00","      40840","     928271","         71.11"
"KOTAKBANK","EQ","25-Oct-2017","       1065.70","       1071.50","       1075.00","        998.50","       1016.00","       1010.55","       1019.52","    8250123","          8411134088.75","     157704","    3936683","         47.72"
"KOTAKBANK","EQ","26-Oct-2017","       1010.55","       1021.40","       1025.55","        985.15","       1017.75","       1018.90","       1014.47","    3679909","          3733160782.35","      88480","    1996816","         54.26"
"KOTAKBANK","EQ","27-Oct-2017","       1018.90","       1023.50","       1045.00","       1022.95","       1029.00","       1029.00","       1036.92","    2640498","          2737987740.95","      43745","    1555700","         58.92"
"KOTAKBANK","EQ","30-Oct-2017","       1029.00","       1028.00","       1034.00","       1020.50","       1028.70","       1028.90","       1026.75","    1563715","          1605542386.95","      41333","    1083712","         69.30"
"KOTAKBANK","EQ","31-Oct-2017","       1028.90","       1031.00","       1035.00","       1022.05","       1026.75","       1025.05","       1026.57","     973983","           999858777.15","      50246","     589332","         60.51"
"KOTAKBANK","EQ","01-Nov-2017","       1025.05","       1032.00","       1037.00","       1017.55","       1023.80","       1024.35","       1025.27","    1657437","          1699323615.20","      52236","    1155146","         69.69"
"KOTAKBANK","EQ","02-Nov-2017","       1024.35","       1023.00","       1033.40","       1017.50","       1017.50","       1019.55","       1022.13","    1287575","          1316073661.90","      20280","     918650","         71.35"
"KOTAKBANK","EQ","03-Nov-2017","       1019.55","       1027.40","       1027.40","       1008.65","       1014.50","       1015.50","       1013.95","    2942419","          2983451760.75","      55589","    2303221","         78.28"
"KOTAKBANK","EQ","06-Nov-2017","       1015.50","       1015.00","       1019.00","        999.50","       1012.35","       1009.75","       1006.98","    2793501","          2812992308.30","      77329","    2153570","         77.09"
"KOTAKBANK","EQ","07-Nov-2017","       1009.75","       1011.00","       1025.90","       1007.80","       1010.00","       1013.30","       1016.85","    1850889","          1882067946.20","      50385","    1348160","         72.84"
"KOTAKBANK","EQ","08-Nov-2017","       1013.30","       1013.30","       1021.00","       1007.00","       1010.00","       1011.40","       1013.67","    1451235","          1471072064.05","      45404","     879955","         60.63"
"KOTAKBANK","EQ","09-Nov-2017","       1011.40","       1011.40","       1015.00","       1002.60","       1005.10","       1005.35","       1008.08","    1648408","          1661719464.40","      57092","    1269692","         77.03"
"KOTAKBANK","EQ","10-Nov-2017","       1005.35","       1001.10","       1008.75","        990.00","        990.10","        993.40","        996.32","    1853829","          1847013036.90","      73653","    1391614","         75.07"
"KOTAKBANK","EQ","13-Nov-2017","        993.40","        990.00","        999.00","        982.55","        996.70","        994.70","        991.16","    2132408","          2113560177.05","      36889","    1620415","         75.99"
"KOTAKBANK","EQ","14-Nov-2017","        994.70","        994.00","       1003.20","        992.50","       1000.00","        999.20","        998.98","    1373565","          1372158029.85","      44410","    1029416","         74.94"
"KOTAKBANK","EQ","15-Nov-2017","        999.20","        998.00","       1014.40","        997.85","       1009.50","       1011.50","       1004.58","    1333954","          1340059306.80","      40128","     905557","         67.89"
"KOTAKBANK","EQ","16-Nov-2017","       1011.50","       1010.00","       1026.45","       1008.05","       1018.00","       1017.45","       1018.83","    1307144","          1331754362.10","      34274","     786601","         60.18"
"KOTAKBANK","EQ","17-Nov-2017","       1017.45","       1027.50","       1030.00","       1014.35","       1021.85","       1023.20","       1023.62","    1842633","          1886148089.00","      41185","    1288247","         69.91"
"KOTAKBANK","EQ","20-Nov-2017","       1023.20","       1023.20","       1041.90","       1016.85","       1040.60","       1040.55","       1035.62","    1248427","          1292895258.40","      33990","     822376","         65.87"
"KOTAKBANK","EQ","21-Nov-2017","       1040.55","       1042.30","       1050.00","       1027.25","       1029.50","       1029.85","       1042.14","    2439933","          2542746418.30","      33727","    2069367","         84.81"
"KOTAKBANK","EQ","22-Nov-2017","       1029.85","       1032.50","       1035.30","       1019.10","       1026.30","       1026.25","       1025.23","    1545476","          1584465286.25","      24981","    1203553","         77.88"
"KOTAKBANK","EQ","23-Nov-2017","       1026.25","       1031.70","       1031.70","       1016.35","       1022.00","       1022.10","       1022.69","    1233925","          1261919643.70","      28772","     889826","         72.11"
"KOTAKBANK","EQ","24-Nov-2017","       1022.10","       1025.00","       1036.50","       1020.95","       1029.10","       1030.35","       1028.62","    1176564","          1210232120.35","      25595","     890238","         75.66"
"KOTAKBANK","EQ","27-Nov-2017","       1030.35","       1029.90","       1041.70","       1023.50","       1039.65","       1036.45","       1030.13","     970817","          1000068330.40","      23113","     734901","         75.70"
"KOTAKBANK","EQ","28-Nov-2017","       1036.45","       1036.00","       1040.00","       1026.10","       1027.00","       1029.85","       1033.61","     734677","           759369041.25","      34230","     457954","         62.33"
"KOTAKBANK","EQ","29-Nov-2017","       1029.85","       1028.90","       1032.85","       1022.00","       1025.50","       1026.25","       1028.95","    1414642","          1455599202.85","      27680","    1092931","         77.26"
"KOTAKBANK","EQ","30-Nov-2017","       1026.25","       1019.10","       1020.40","        996.15","       1000.55","       1000.30","       1005.83","    2800528","          2816846199.35","      53695","    1933333","         69.03"
"KOTAKBANK","EQ","01-Dec-2017","       1000.30","       1003.00","       1011.75","       1001.15","       1006.00","       1005.15","       1006.04","    2879595","          2897000462.60","      28885","    2305249","         80.05"
"KOTAKBANK","EQ","04-Dec-2017","       1005.15","       1006.00","       1011.00","        992.50","        999.50","        997.95","        999.62","    2224349","          2223492781.30","      39380","    1732549","         77.89"
"KOTAKBANK","EQ","05-Dec-2017","        997.95","        998.50","       1005.15","        995.15","       1005.00","        999.85","        999.42","    1823641","          1822583709.90","      52862","    1259254","         69.05"
"KOTAKBANK","EQ","06-Dec-2017","        999.85","       1000.00","       1010.55","        996.30","       1001.80","        999.65","       1001.36","    1775461","          1777867369.45","      34715","    1142218","         64.33"
"KOTAKBANK","EQ","07-Dec-2017","        999.65","       1003.00","       1006.00","        994.15","       1006.00","       1001.60","       1000.42","    1027520","          1027952379.55","      30115","     616459","         59.99"
"KOTAKBANK","EQ","08-Dec-2017","       1001.60","       1006.80","       1012.00","       1003.00","       1010.40","       1009.00","       1007.41","    1884560","          1898524833.80","      24079","    1532461","         81.32"
"KOTAKBANK","EQ","11-Dec-2017","       1009.00","       1009.00","       1011.40","       1002.05","       1006.25","       1008.50","       1007.19","    1084771","          1092566082.85","      31014","     735628","         67.81"
"KOTAKBANK","EQ","12-Dec-2017","       1008.50","       1005.00","       1006.90","        997.70","       1001.40","       1000.40","       1001.98","    1826210","          1829817671.20","      36494","    1474195","         80.72"
"KOTAKBANK","EQ","13-Dec-2017","       1000.40","       1006.00","       1027.00","        993.05","       1015.00","       1014.90","       1016.25","    2855676","          2902072019.10","      53298","    1907909","         66.81"
"KOTAKBANK","EQ","14-Dec-2017","       1014.90","       1017.00","       1027.05","       1007.90","       1023.05","       1024.65","       1017.90","    1461190","          1487343014.75","      36955","     977490","         66.90"
"KOTAKBANK","EQ","15-Dec-2017","       1024.65","       1032.50","       1037.00","       1020.50","       1034.90","       1030.10","       1029.87","    9518612","          9802963919.00","      82160","    8275918","         86.94"
"KOTAKBANK","EQ","18-Dec-2017","       1030.10","       1028.90","       1038.00","        999.60","       1027.20","       1023.20","       1023.80","    1989303","          2036652695.00","      61561","    1035968","         52.08"
"KOTAKBANK","EQ","19-Dec-2017","       1023.20","       1024.90","       1028.25","       1012.50","       1021.00","       1021.35","       1018.90","    1032586","          1052097014.15","      53186","     618253","         59.87"
"KOTAKBANK","EQ","20-Dec-2017","       1021.35","       1021.35","       1022.10","       1008.35","       1012.15","       1012.70","       1012.80","    1980327","          2005679225.55","      53924","    1410625","         71.23"
"KOTAKBANK","EQ","21-Dec-2017","       1012.70","       1010.05","       1015.00","       1006.80","       1012.60","       1010.55","       1010.26","    2154856","          2176966598.25","      39450","    1839360","         85.36"
"KOTAKBANK","EQ","22-Dec-2017","       1010.55","       1014.00","       1014.50","       1006.20","       1009.00","       1010.05","       1009.99","    1012136","          1022247826.20","      24638","     748133","         73.92"
"KOTAKBANK","EQ","26-Dec-2017","       1010.05","       1009.90","       1020.70","       1007.05","       1014.50","       1016.25","       1013.19","    1632043","          1653567443.55","      30296","    1131238","         69.31"
"KOTAKBANK","EQ","27-Dec-2017","       1016.25","       1016.70","       1022.00","       1010.15","       1010.20","       1014.05","       1017.22","     560946","           570603231.50","      28069","     307191","         54.76"
"KOTAKBANK","EQ","28-Dec-2017","       1014.05","       1013.00","       1014.70","       1002.60","       1006.00","       1004.75","       1008.01","    1035750","          1044050336.10","      34521","     731686","         70.64"
"KOTAKBANK","EQ","29-Dec-2017","       1004.75","       1003.25","       1012.00","       1002.50","       1009.50","       1010.20","       1008.19","    1190422","          1200166221.05","      32562","     877408","         73.71"
